1;0;1556.00;11.85;1007.00;0.00;0.60
2;0;4004.00;10.50;1393.00;0.00;0.52
3;0;3501.00;10.75;1321.00;0.00;0.44
4;0;2397.00;10.80;1527.00;0.00;0.60
5;0;3158.00;10.10;1912.00;0.00;0.44
6;0;3839.00;9.80;657.00;0.00;0.52
7;0;4197.00;12.00;1301.00;0.00;0.52
8;0;3170.00;11.00;1316.00;0.00;0.32
9;0;2046.00;12.45;496.00;0.00;0.60
10;0;2447.00;9.95;763.00;0.00;0.44
11;0;3375.00;12.42;1199.00;0.00;0.44
12;0;1895.00;11.95;319.00;0.00;0.48
13;0;2229.00;12.75;273.00;0.00;0.40
14;0;2817.00;9.80;1379.00;0.00;0.48
15;0;3141.00;10.00;1918.00;0.00;0.24
16;0;3457.00;10.65;887.00;0.00;0.52
17;0;3344.00;9.85;838.00;0.00;0.52
18;0;4046.00;9.80;684.00;0.00;0.48
19;0;3111.00;11.17;955.00;0.00;0.32
20;0;3675.00;10.92;1491.00;0.00;0.56
21;0;3752.00;10.20;1104.00;0.00;0.48
22;0;2697.00;11.30;582.00;0.00;0.40
23;0;4534.00;12.05;1392.00;0.00;0.44
24;0;3347.00;10.52;1533.00;0.00;0.64
25;0;3604.00;11.07;1599.00;0.00;0.72
26;0;1772.00;12.45;715.00;0.00;0.48
27;0;4324.00;10.05;1168.00;0.00;0.60
28;0;4463.00;10.65;1624.00;0.00;0.48
29;0;2912.00;10.45;1892.00;0.00;0.44
30;0;3396.00;11.57;1231.00;0.00;0.40
31;0;2087.00;11.95;870.00;0.00;0.60
32;0;1969.00;10.47;1288.00;0.00;0.48
33;0;2461.00;11.35;601.00;0.00;0.32
34;0;3102.00;10.62;910.00;0.00;0.40
35;0;2056.00;9.80;925.00;0.00;0.52
36;0;2549.00;10.37;1415.00;0.00;0.48
37;0;3121.00;10.92;556.00;0.00;0.36
38;0;2970.00;11.37;1048.00;0.00;0.44
39;0;4297.00;11.10;1531.00;0.00;0.56
40;0;3621.00;10.42;1658.00;0.00;0.56
41;0;935.00;9.95;440.00;0.00;0.44
42;0;2906.00;10.15;758.00;0.00;0.48
43;0;2451.00;10.30;874.00;0.00;0.48
44;0;3626.00;10.20;831.00;0.00;0.48
45;0;1420.00;10.30;1440.00;0.00;0.56
46;0;4351.00;11.35;1701.00;0.00;0.40
47;0;3239.00;11.90;1692.00;0.00;0.60
48;0;1363.00;10.15;673.00;0.00;0.56
49;0;3556.00;11.10;1176.00;0.00;0.40
50;0;3561.00;10.57;1744.00;0.00;0.48
51;0;2395.00;11.77;810.00;0.00;0.40
52;0;2299.00;11.82;1225.00;0.00;0.48
53;0;2793.00;11.52;1704.00;0.00;0.48
54;0;2220.00;10.40;197.00;0.00;0.60
55;0;3404.00;10.30;1521.00;0.00;0.56
56;0;1676.00;10.97;884.00;0.00;0.60
57;0;2901.00;10.20;1371.00;0.00;0.60
58;0;4383.00;12.10;1778.00;0.00;0.56
59;0;3819.00;9.80;869.00;0.00;0.40
60;0;4233.00;11.22;1393.00;0.00;0.52
61;0;2620.00;11.90;507.00;0.00;0.48
62;0;3340.00;11.55;1796.00;0.00;0.44
63;0;2858.00;10.20;445.00;0.00;0.60
64;0;3421.00;10.35;569.00;0.00;0.56
65;0;2178.00;12.00;376.00;0.00;0.56
66;0;4118.00;11.02;1312.00;0.00;0.52
67;0;1999.00;11.00;1226.00;0.00;0.48
68;0;4063.00;12.20;1619.00;0.00;0.52
69;0;1371.00;11.20;605.00;0.00;0.64
70;0;1579.00;11.20;606.00;0.00;0.60
71;0;1807.00;12.62;706.00;0.00;0.48
72;0;2359.00;11.70;1151.00;0.00;0.52
73;0;2720.00;11.22;1726.00;0.00;0.52
74;0;3974.00;11.15;1652.00;0.00;0.64
75;0;1385.00;10.95;938.00;0.00;0.52
76;0;4414.00;10.20;974.00;0.00;0.48
77;0;2709.00;12.20;1156.00;0.00;0.44
78;0;3614.00;11.70;427.00;0.00;0.52
79;0;3808.00;10.35;650.00;0.00;0.48
80;0;3693.00;10.12;1299.00;0.00;0.60
81;0;1946.00;12.55;968.00;0.00;0.48
82;0;1923.00;10.50;1189.00;0.00;0.52
83;0;2663.00;9.77;377.00;0.00;0.32
84;0;4408.00;9.80;1086.00;0.00;0.36
85;0;1959.00;11.90;252.00;0.00;0.64
86;0;2592.00;9.90;978.00;0.00;0.44
87;0;2322.00;10.10;1354.00;0.00;0.56
88;0;2640.00;11.37;976.00;0.00;0.44
89;0;2868.00;10.95;1824.00;0.00;0.48
90;0;3065.00;11.97;594.00;0.00;0.44
91;0;3981.00;11.10;893.00;0.00;0.52
92;0;1352.00;11.05;1373.00;0.00;0.56
93;0;2680.00;11.57;1134.00;0.00;0.44
94;0;1566.00;11.47;940.00;0.00;0.56
95;0;1866.00;13.10;544.00;0.00;0.56
96;0;2926.00;11.67;605.00;0.00;0.44
97;0;2649.00;12.42;1643.00;0.00;0.48
98;0;3297.00;10.45;690.00;0.00;0.40
99;0;3341.00;9.97;519.00;0.00;0.56
100;0;3638.00;12.02;1193.00;0.00;0.48
101;0;4114.00;10.90;1648.00;0.00;0.44
102;0;4575.00;12.10;1373.00;0.00;0.44
103;0;1925.00;11.32;697.00;0.00;0.52
104;0;4613.00;11.62;1451.00;0.00;0.48
105;0;4395.00;10.50;1071.00;0.00;0.36
106;0;3347.00;11.00;611.00;0.00;0.52
107;0;1308.00;10.45;1508.00;0.00;0.60
108;0;2829.00;12.17;1144.00;0.00;0.48
109;0;2248.00;10.32;1175.00;0.00;0.52
110;0;3025.00;10.12;679.00;0.00;0.52
111;0;3918.00;11.50;686.00;0.00;0.60
112;0;3113.00;10.82;1260.00;0.00;0.32
113;0;4408.00;11.60;1484.00;0.00;0.60
114;0;2300.00;11.80;372.00;0.00;0.48
115;0;3452.00;11.90;1295.00;0.00;0.40
116;0;3954.00;11.60;796.00;0.00;0.56
117;0;2426.00;10.70;1524.00;0.00;0.56
118;0;1836.00;11.90;399.00;0.00;0.44
119;0;3283.00;10.30;1566.00;0.00;0.64
120;0;2110.00;11.70;1008.00;0.00;0.44
121;0;3381.00;12.20;1183.00;0.00;0.44
122;0;3250.00;11.00;1614.00;0.00;0.72
123;0;3261.00;9.87;975.00;0.00;0.28
124;0;2430.00;10.00;688.00;0.00;0.36
125;0;3307.00;10.20;1559.00;0.00;0.64
126;0;4095.00;10.10;1107.00;0.00;0.40
127;0;2878.00;11.00;1040.00;0.00;0.32
128;0;3166.00;12.20;1010.00;0.00;0.36
129;0;1604.00;9.80;360.00;0.00;0.56
130;0;3910.00;10.05;977.00;0.00;0.56
131;0;1230.00;9.90;1214.00;0.00;0.56
132;0;2298.00;9.87;1097.00;0.00;0.52
133;0;2391.00;11.55;486.00;0.00;0.32
134;0;3122.00;11.05;1345.00;0.00;0.32
135;0;2617.00;10.07;361.00;0.00;0.48
136;0;985.00;10.05;352.00;0.00;0.48
137;0;3395.00;10.40;1748.00;0.00;0.44
138;0;2691.00;11.95;1679.00;0.00;0.52
139;0;3715.00;9.90;1292.00;0.00;0.48
140;0;2409.00;11.40;623.00;0.00;0.32
141;0;2431.00;10.50;916.00;0.00;0.44
142;0;3388.00;10.90;1808.00;0.00;0.44
143;0;3473.00;12.55;1202.00;0.00;0.40
144;0;4211.00;11.87;1726.00;0.00;0.52
145;0;1838.00;12.85;566.00;0.00;0.48
146;0;2760.00;9.90;962.00;0.00;0.32
147;0;2686.00;10.57;688.00;0.00;0.40
148;0;1671.00;9.85;374.00;0.00;0.52
149;0;3958.00;11.30;702.00;0.00;0.48
150;0;4443.00;10.90;1434.00;0.00;0.56
151;0;3288.00;11.60;1148.00;0.00;0.36
152;0;1792.00;10.95;1059.00;0.00;0.52
153;0;1891.00;12.25;888.00;0.00;0.56
154;0;3752.00;12.35;605.00;0.00;0.44
155;0;1752.00;11.80;717.00;0.00;0.44
156;0;4222.00;10.20;1212.00;0.00;0.44
157;0;1220.00;11.00;734.00;0.00;0.56
158;0;2138.00;11.97;792.00;0.00;0.32
159;0;3039.00;11.30;1651.00;0.00;0.48
160;0;2513.00;12.10;1205.00;0.00;0.60
161;0;1498.00;10.75;836.00;0.00;0.52
162;0;1644.00;10.40;808.00;0.00;0.56
163;0;4094.00;10.57;1411.00;0.00;0.48
164;0;3345.00;11.50;1239.00;0.00;0.32
165;0;3843.00;10.67;692.00;0.00;0.44
166;0;4381.00;11.20;1668.00;0.00;0.56
167;0;2391.00;10.80;1357.00;0.00;0.64
168;0;3374.00;10.50;1834.00;0.00;0.40
169;0;3916.00;10.90;634.00;0.00;0.64
170;0;3505.00;9.92;668.00;0.00;0.48
171;0;2693.00;11.35;1280.00;0.00;0.64
172;0;1960.00;11.10;1162.00;0.00;0.48
173;0;3660.00;11.55;445.00;0.00;0.48
174;0;1777.00;11.70;1070.00;0.00;0.52
175;0;1997.00;11.05;380.00;0.00;0.64
176;0;2607.00;10.85;1343.00;0.00;0.56
177;0;4197.00;11.80;1469.00;0.00;0.56
178;0;3161.00;11.22;810.00;0.00;0.44
179;0;2719.00;10.25;530.00;0.00;0.48
180;0;1979.00;11.57;284.00;0.00;0.44
181;0;3141.00;11.10;747.00;0.00;0.44
182;0;4439.00;11.62;1458.00;0.00;0.52
183;0;1996.00;11.62;231.00;0.00;0.56
184;0;3035.00;10.02;1862.00;0.00;0.44
185;0;4115.00;11.00;862.00;0.00;0.64
186;0;2967.00;11.35;1249.00;0.00;0.48
187;0;3248.00;12.12;1403.00;0.00;0.32
188;0;4098.00;10.70;726.00;0.00;0.52
189;0;3324.00;11.15;1621.00;0.00;0.56
190;0;2837.00;11.90;1126.00;0.00;0.48
191;0;2418.00;11.70;410.00;0.00;0.44
192;0;4478.00;10.17;1821.00;0.00;0.56
193;0;4203.00;11.00;1683.00;0.00;0.48
194;0;3062.00;12.20;1106.00;0.00;0.40
195;0;1581.00;11.92;997.00;0.00;0.56
196;0;2336.00;11.30;500.00;0.00;0.32
197;0;4302.00;12.52;1698.00;0.00;0.60
198;0;3493.00;11.85;961.00;0.00;0.36
199;0;2346.00;11.77;1308.00;0.00;0.76
200;0;4116.00;10.40;1608.00;0.00;0.44
201;0;4357.00;10.10;1875.00;0.00;0.48
202;0;1621.00;10.90;429.00;0.00;0.48
203;0;1598.00;10.15;499.00;0.00;0.52
204;0;2649.00;12.02;1714.00;0.00;0.48
205;0;4179.00;10.35;864.00;0.00;0.44
206;0;1478.00;11.05;738.00;0.00;0.52
207;0;2683.00;11.45;1221.00;0.00;0.52
208;0;3427.00;10.67;1710.00;0.00;0.56
209;0;3227.00;10.80;553.00;0.00;0.48
210;0;3932.00;9.85;1190.00;0.00;0.64
211;0;1255.00;12.15;661.00;0.00;0.64
212;0;1731.00;12.12;799.00;0.00;0.44
213;0;2767.00;10.75;1372.00;0.00;0.64
214;0;1437.00;12.00;737.00;0.00;0.52
215;0;2773.00;11.77;1334.00;0.00;0.64
216;0;2314.00;12.27;985.00;0.00;0.44
217;0;1766.00;10.90;1020.00;0.00;0.48
218;0;1973.00;10.20;334.00;0.00;0.52
219;0;3065.00;11.40;1294.00;0.00;0.64
220;0;4252.00;11.30;995.00;0.00;0.36
221;0;1654.00;11.20;981.00;0.00;0.48
222;0;1104.00;10.25;362.00;0.00;0.48
223;0;2378.00;10.87;235.00;0.00;0.52
224;0;2007.00;9.90;742.00;0.00;0.40
225;0;2847.00;10.05;1551.00;0.00;0.56
226;0;1001.00;9.90;495.00;0.00;0.40
227;0;3977.00;10.80;658.00;0.00;0.48
228;0;2668.00;12.60;629.00;0.00;0.36
229;0;1634.00;13.00;720.00;0.00;0.52
230;0;3072.00;10.60;1339.00;0.00;0.56
231;0;2310.00;11.45;1267.00;0.00;0.60
232;0;4060.00;9.90;890.00;0.00;0.56
233;0;1234.00;10.50;618.00;0.00;0.68
234;0;3260.00;10.75;683.00;0.00;0.44
235;0;2301.00;11.90;887.00;0.00;0.52
236;0;4127.00;11.42;1427.00;0.00;0.56
237;0;3479.00;10.40;1747.00;0.00;0.44
238;0;2886.00;12.10;1171.00;0.00;0.48
239;0;2312.00;12.55;526.00;0.00;0.36
240;0;1379.00;10.80;720.00;0.00;0.68
241;0;2688.00;11.80;1746.00;0.00;0.52
242;0;2587.00;11.12;1279.00;0.00;0.48
243;0;4424.00;10.12;1211.00;0.00;0.64
244;0;2344.00;10.95;1099.00;0.00;0.44
245;0;4327.00;10.45;954.00;0.00;0.40
246;0;4420.00;10.75;1322.00;0.00;0.44
247;0;3584.00;10.42;492.00;0.00;0.60
248;0;2321.00;10.70;1125.00;0.00;0.40
249;0;4048.00;12.35;1482.00;0.00;0.48
250;0;3318.00;12.52;1139.00;0.00;0.32
251;0;4695.00;9.80;1361.00;0.00;0.40
252;0;1618.00;12.82;698.00;0.00;0.60
253;0;3610.00;11.20;913.00;0.00;0.56
254;0;3643.00;9.92;1799.00;0.00;0.44
255;0;3901.00;10.40;1704.00;0.00;0.48
256;0;3708.00;11.12;1126.00;0.00;0.52
257;0;3602.00;10.90;665.00;0.00;0.52
258;0;1678.00;10.60;962.00;0.00;0.56
259;0;1924.00;10.80;920.00;0.00;0.48
260;0;2472.00;11.27;1072.00;0.00;0.48
261;0;979.00;10.07;243.00;0.00;0.48
262;0;1457.00;10.80;767.00;0.00;0.48
263;0;3369.00;10.67;611.00;0.00;0.52
264;0;2976.00;10.15;945.00;0.00;0.40
265;0;3339.00;10.85;1371.00;0.00;0.28
266;0;2928.00;11.10;637.00;0.00;0.40
