0;0;0;0;land;false;unknown;0
1;249;205;74;land;false;plains;1
2;129;240;182;land;false;plains;1
3;225;138;175;land;false;plains;1
4;107;227;209;land;false;plains;1
5;246;133;236;land;true;plains;1
6;124;183;253;land;false;plains;1
7;204;194;253;land;false;plains;1
8;226;150;133;land;false;plains;1
9;246;151;181;land;false;plains;1
10;125;217;239;land;false;plains;1
11;189;187;144;land;false;plains;1
12;230;213;65;land;false;plains;1
13;237;181;96;land;false;plains;1
14;160;223;154;land;true;plains;1
15;76;246;250;land;true;plains;1
16;229;179;202;land;false;plains;1
17;144;247;209;land;false;plains;1
18;165;241;199;land;false;plains;1
19;176;205;126;land;false;plains;1
20;204;74;233;land;false;plains;1
21;225;236;166;land;true;plains;1
22;199;90;252;land;false;plains;1
23;233;157;153;land;false;plains;1
24;169;141;196;land;false;plains;1
25;185;244;107;land;false;plains;1
26;215;248;127;land;false;plains;1
27;173;184;179;land;false;plains;1
28;165;205;171;land;false;plains;1
29;243;228;33;land;false;plains;1
30;218;147;160;land;false;plains;1
31;239;206;220;land;false;plains;1
32;153;224;248;land;false;plains;1
33;164;221;174;land;false;plains;1
34;225;173;166;land;false;plains;1
35;94;206;223;land;false;plains;1
36;219;82;202;land;true;plains;1
37;231;98;215;land;false;plains;1
38;103;191;212;land;false;plains;1
39;190;252;91;land;false;plains;1
40;133;207;224;land;false;plains;1
41;113;212;246;land;false;plains;1
42;248;135;187;land;false;plains;1
43;179;182;200;land;false;plains;1
44;189;203;190;land;true;plains;1
45;208;238;153;land;true;plains;1
46;245;205;185;land;false;plains;1
47;221;65;217;land;false;plains;1
48;177;169;236;land;false;plains;1
49;186;129;194;land;false;plains;1
50;178;243;95;land;false;plains;1
51;107;159;245;land;false;plains;1
52;122;191;227;land;false;plains;1
53;43;224;251;land;false;plains;1
54;163;186;207;land;false;plains;1
55;188;200;221;land;false;plains;1
56;246;250;252;land;false;plains;1
57;212;251;64;land;true;plains;1
58;223;200;218;land;false;plains;1
59;245;127;224;land;false;plains;1
60;212;212;179;land;false;plains;1
61;206;229;214;land;false;plains;1
62;243;37;241;land;false;plains;1
63;198;184;202;land;false;plains;1
64;112;224;170;land;true;plains;1
65;242;215;74;land;false;plains;1
66;232;160;207;land;false;plains;1
67;65;231;236;land;false;plains;1
68;174;199;194;land;false;plains;1
69;147;140;236;land;false;plains;1
70;231;112;173;land;false;plains;1
71;220;208;97;land;false;plains;1
72;235;56;230;land;false;plains;1
73;172;196;207;land;false;plains;1
74;185;223;137;land;false;plains;1
75;191;229;178;land;false;plains;1
76;146;234;158;land;false;plains;1
77;211;238;186;land;false;plains;1
78;246;234;160;land;false;plains;1
79;197;132;199;land;false;plains;1
80;169;217;209;land;false;plains;1
81;254;243;47;land;false;plains;1
82;179;186;215;land;false;plains;1
83;180;235;185;land;false;plains;1
84;200;203;109;land;false;plains;1
85;221;186;223;land;false;plains;1
86;222;246;134;land;false;plains;1
87;166;183;235;land;false;plains;1
88;245;83;191;land;false;plains;1
89;208;193;123;land;false;plains;1
90;245;202;123;land;false;plains;1
91;153;216;248;land;false;plains;1
92;250;224;132;land;false;plains;1
93;237;212;172;land;false;plains;1
94;203;141;220;land;false;plains;1
95;208;208;139;land;false;plains;1
96;139;156;252;land;false;plains;1
97;215;169;118;land;false;plains;1
98;156;223;192;land;false;plains;1
99;154;248;188;land;false;plains;1
100;111;137;254;land;false;plains;1
101;194;109;221;land;false;plains;1
102;208;85;214;land;false;plains;1
103;237;118;196;land;false;plains;1
104;216;232;56;land;false;plains;1
105;254;123;254;land;false;plains;1
106;161;233;206;land;false;plains;1
107;224;246;191;land;true;plains;1
108;248;207;203;land;false;plains;1
109;181;227;204;land;false;plains;1
110;226;151;159;land;false;plains;1
111;106;192;204;land;false;plains;1
112;163;245;175;land;false;plains;1
113;158;189;221;land;false;plains;1
114;99;247;221;land;false;plains;1
115;199;166;252;land;false;plains;1
116;121;213;205;land;false;plains;1
117;236;111;194;land;false;plains;1
118;227;254;128;land;false;plains;1
119;195;207;249;land;false;plains;1
120;215;191;239;land;false;plains;1
121;138;179;250;land;false;plains;1
122;226;155;128;land;false;plains;1
123;139;209;166;land;false;plains;1
124;236;180;179;land;false;plains;1
125;191;241;141;land;false;plains;1
126;209;223;138;land;false;plains;1
127;175;203;236;land;false;plains;1
128;136;191;199;land;false;plains;1
129;254;16;248;land;false;plains;1
130;240;188;133;land;false;plains;1
131;253;254;33;land;true;plains;1
132;209;164;205;land;false;plains;1
133;236;187;168;land;false;plains;1
134;41;234;243;land;false;plains;1
135;71;231;203;land;false;plains;1
136;251;50;224;land;true;plains;1
137;178;254;152;land;false;plains;1
138;209;193;214;land;false;plains;1
139;147;196;219;land;true;plains;1
140;210;234;118;land;false;plains;1
141;100;215;197;land;false;plains;1
142;45;230;226;land;false;plains;1
143;165;249;242;land;false;plains;1
144;157;195;206;land;false;plains;1
145;210;190;215;land;false;plains;1
146;129;205;249;land;false;plains;1
147;224;199;113;land;false;plains;1
148;237;186;138;land;false;plains;1
149;110;171;231;land;false;plains;1
150;93;204;227;land;false;plains;1
151;125;191;219;land;false;plains;1
152;246;229;154;land;false;plains;1
153;98;236;189;land;false;plains;1
154;186;154;247;land;false;plains;1
155;201;158;183;land;false;plains;1
156;101;219;236;land;false;plains;1
157;169;98;245;land;false;plains;1
158;50;232;253;land;false;plains;1
159;215;140;151;land;false;plains;1
160;100;209;226;land;false;plains;1
161;222;143;196;land;false;plains;1
162;243;74;196;land;false;plains;1
163;252;254;235;land;false;plains;1
164;248;118;143;land;false;plains;1
165;199;90;213;land;false;plains;1
166;220;243;188;land;false;plains;1
167;229;180;242;land;false;plains;1
168;160;170;237;land;false;plains;1
169;195;211;213;land;false;plains;1
170;135;250;130;land;true;plains;1
171;191;253;253;land;false;plains;1
172;82;251;250;land;false;plains;1
173;235;141;127;land;false;plains;1
174;175;149;231;land;false;plains;1
175;201;160;240;land;false;plains;1
176;141;182;225;land;false;plains;1
177;228;238;132;land;false;plains;1
178;229;240;152;land;false;plains;1
179;214;163;251;land;false;plains;1
180;27;238;248;land;false;plains;1
181;248;146;226;land;false;plains;1
182;180;220;111;land;false;plains;1
183;237;94;216;land;false;plains;1
184;186;213;162;land;false;plains;1
185;251;226;28;land;false;plains;1
186;191;174;169;land;false;plains;1
187;190;209;137;land;false;plains;1
188;188;246;231;land;false;plains;1
189;175;189;234;land;false;plains;1
190;166;254;215;land;false;plains;1
191;206;253;226;land;false;plains;1
192;219;233;201;land;true;plains;1
193;249;117;160;land;false;plains;1
194;116;223;163;land;false;plains;1
195;149;181;232;land;false;plains;1
196;161;127;248;land;false;plains;1
197;175;125;253;land;false;plains;1
198;210;204;204;land;false;plains;1
